id|tags.service|tags.application|tags.component|tags.environment_name|tags.description
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK23|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK24|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK3|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK4|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK5|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK6|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK7|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK8|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007-DISK9|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007_data001|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007_data002|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DRODL10007_root001|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROML10005_data001|OASys|OASys|mid|DR|OASys BI Publisher
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROML10005_data002|OASys|OASys|mid|DR|OASys BI Publisher
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROML10005_root001|OASys|OASys|mid|DR|OASys BI Publisher
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10001_data001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10001_data002|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10001_root001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10002_data001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10002_data002|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10002_root001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10003_data001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10003_data002|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10003_root001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10004_data001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10004_data002|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10004_root001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10030_data001|OASys|OASys|ha|DR|OASys HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10030_data002|OASys|OASys|ha|DR|OASys HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10030_root001|OASys|OASys|ha|DR|OASys HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10031_data001|OASys|OASys|ha|DR|OASys HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10031_data002|OASys|OASys|ha|DR|OASys HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10031_root001|OASys|OASys|ha|DR|OASys HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10032_data001|OASys|ONR|ha|DR|ONR HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10032_data002|OASys|ONR|ha|DR|ONR HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10032_root001|OASys|ONR|ha|DR|ONR HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10033_data001|OASys|ONR|ha|DR|ONR HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10033_data002|OASys|ONR|ha|DR|ONR HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Compute/disks/DROWL10033_root001|OASys|ONR|ha|DR|ONR HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DRODL10007|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROML10005|OASys|OASys|mid|DR|OASys BI Publisher
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10001|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10002|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10003|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10004|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10030|OASys|OASys|ha|DR|OASys HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10031|OASys|OASys|ha|DR|OASys HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10032|OASys|ONR|ha|DR|ONR HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Compute/virtualMachines/DROWL10033|OASys|ONR|ha|DR|ONR HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys/providers/Microsoft.Network/loadBalancers/PD-DR-OASYS-LB001|OASys|OASys|web|DR|
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DRODL10007-nic|OASys|OASys|data|DR|OASys Oracle DBMS
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROML10005-nic|OASys|OASys|mid|DR|OASys BI Publisher
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10001-nic|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10002-nic|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10003-nic|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10004-nic|OASys|OASys|web|DR|OASys Web Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10030-nic|OASys|OASys|ha|DR|OASys HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10031-nic|OASys|OASys|ha|DR|OASys HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10032-nic|OASys|ONR|ha|DR|ONR HA Proxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dr-oasys/providers/Microsoft.Network/networkInterfaces/DROWL10033-nic|OASys|ONR|ha|DR|ONR HA Proxy Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPDLPNDB1-as|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPDLPNDB2-as|NOMIS|NDH|data|DR|NDH Oracle DB (NDH,TRDAT)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPDWPNWFS-as|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPMLNDHAP-as|NOMIS|NDH|mid|DR|NDH Admin Tibco Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPMLNDHEM-as|NOMIS|NDH|mid|DR|NDH EMS Tibco Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPMWNDHDS-as|NOMIS|NDH|mid|DR|NDH Windows Distribution Server
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPWLCNOMA-as|NOMIS|NOMIS|web|DR|C-NOMIS AppServer Weblogic
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/availabilitySets/DRPWLPNOMHA1-as|NOMIS|NOMIS|ha|DR|C-NOMIS HAProxy Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10036-NEWDISK-ASM-15|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10036-NEWDISK-ASM-16|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10036-NEWDISK-ASM-17|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10036-NEWDISK-ASM-18|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10036_data001-restore-20171110|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10036_data002-restore-20171110|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10036_root001-restore-20171110|NOMIS|NOMIS|data|DR|C-NOMIS Oracle DB (CNOM)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10037-NEWDISK-ASM-10|NOMIS|MIS|data|DR|MIS Oracle DB (MIS)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10037-NEWDISK-ASM-11|NOMIS|MIS|data|DR|MIS Oracle DB (MIS)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10037-NEWDISK-ASM-12|NOMIS|MIS|data|DR|MIS Oracle DB (MIS)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10037_data001|NOMIS|MIS|data|DR|MIS Oracle DB (MIS)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10037_data002|NOMIS|MIS|data|DR|MIS Oracle DB (MIS)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10037_root001|NOMIS|MIS|data|DR|MIS Oracle DB (MIS)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10038-DISK1|NOMIS|NDH|data|DR|NDH Oracle DB (NDH,TRDAT)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10038-DISK2|NOMIS|NDH|data|DR|NDH Oracle DB (NDH,TRDAT)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10038_data001|NOMIS|NDH|data|DR|NDH Oracle DB (NDH,TRDAT)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10038_data002|NOMIS|NDH|data|DR|NDH Oracle DB (NDH,TRDAT)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDL10038_root001|NOMIS|NDH|data|DR|NDH Oracle DB (NDH,TRDAT)
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046-DISK1|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046-DISK2|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046-DISK3|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046-DISK4|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046-DISK5|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046-DISK6|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046-DISK7|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046_data001|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046_data002|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10046_root001|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057-DISK1|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057-DISK2|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057-DISK3|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057-DISK4|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057-DISK5|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057-DISK6|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057data001|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057data002|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPDW10057root001|NOMIS|NOMIS|data|DR|Windows File Share Server (BOE Data) - Offloc - Contingency Reports
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10025_data001|NOMIS|NDH|mid|DR|NDH Admin Tibco Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10025_data002|NOMIS|NDH|mid|DR|NDH Admin Tibco Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10025_root001|NOMIS|NDH|mid|DR|NDH Admin Tibco Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10026_data001|NOMIS|NDH|mid|DR|NDH Admin Tibco Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10026_data002|NOMIS|NDH|mid|DR|NDH Admin Tibco Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10026_root001|NOMIS|NDH|mid|DR|NDH Admin Tibco Node2
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10027_data001|NOMIS|NDH|mid|DR|NDH EMS Tibco Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10027_data002|NOMIS|NDH|mid|DR|NDH EMS Tibco Node1
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS/providers/Microsoft.Compute/disks/DRPML10027_root001|NOMIS|NDH|mid|DR|NDH EMS Tibco Node1
