id|tags.service|tags.application|tags.component|tags.environment_name
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PP-CSR|CSR|CSR||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PP-NonCore|NonCore|NonCore||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PP-OASys|OASys|OASys||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PP-PrisonNOMIS|NOMIS|NOMIS||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Networking_HPE_NOMS_ER|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NetworkWatcherRG|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/nomis-bip-lsast|NOMIS|BI||lsast
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Live|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Live-DR|FixNGo|Management||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Mgmt-Live|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Mgmt-Live-DR|FixNGo|Management||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-MGMT-PROXY|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Mgmt-Restores|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Prod-BackupVault|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Prod-KeyVault|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Prod-LogAnalytics|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-DevTest-FW|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-DR-ER-FW|FixNGo|Transit||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-DR-ER-FW-Fortinet|FixNGo|Transit||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-DR-ER-FW2|FixNGo|Transit||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-DR-Proxy|FixNGo|Transit||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-DR-Proxy-FW|FixNGo|Transit||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-ER-FW|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-ER-FW-Fortinet|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-ER-FW2|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-Live|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/NOMS-Transit-Proxy-FW|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PD-CAFM|CAFM|CAFM||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PD-CSR|CSR|CSR||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PD-CSR-Restores|CSR|CSR||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PD-NonCoreApps|NonCore|NonCore||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PD-OASys|OASys|OASys||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PD-Prison-NOMIS|NOMIS|NOMIS||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PD-Prison-NOMIS-Restores|NOMIS|NOMIS||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PP-CAFM|CAFM|CAFM||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PP-CSR|CSR|CSR||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PP-OASys|OASys|OASys||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/PP-Prison-NOMIS|NOMIS|NOMIS||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/rg-fortigate-backups-dr|FixNGo|Transit||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/rg-fortigate-backups-prod|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/rg-pd-noms-azcopy-orabkup|NOMIS|NOMIS||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/rg-pd-noms-file-shares|NOMIS|NOMIS||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/rg-pd-noms-passwords|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/rg-pp-noms-azcopy-orabkup|NOMIS|NOMIS||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/rg-pp-noms-file-shares|NOMIS|NOMIS||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dso-dr-certs|FixNGo|Management||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dashboards|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/nomis-bip-preprod|NOMIS|BI||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/nomis-bip-prod|NOMIS|BI||prod
