id|tags.service|tags.application|tags.component|tags.environment_name
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-DR-Routes|FixNGo|Transit||DR
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-Mgmt|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-MGMT-Backups|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-Mgmt-DR|FixNGo|Management||DR
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-MGMT-DR-Backups|FixNGo|Management||DR
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-Mgmt-DR-Proxy|FixNGo|Transit||DR
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-Mgmt-Live|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-MGMT-PROXY|FixNGo|Transit||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-Mgmt-Restores|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-Test|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-Test-DR|FixNGo|Management||DR
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMS-TEST-LogAnalytics|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NomsAppRestore|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/nomsfileupload|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/NOMSMgmt-Proxy|FixNGo|Transit||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/PackerImages|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/PD-CSR|CSR|CSR||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/PD-NonCoreApps|NonCore|NonCore||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/restore-zone|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/rg-tc-noms-azcopy-orabkup|NOMIS|NOMIS||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/rg-tc-noms-passwords|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/rsg-csr-demo|CSR|CSR||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/SD-PrisonNOMIS|NOMIS|NOMIS||syscon
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/Security|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/securitydata|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T1-NonCore|NonCore|NonCore||T1
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T1-OASys|OASys|OASys||T1
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/t1-oasys-db-alb|OASys|OASys||T1
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T1-OASys-Restores|OASys|OASys||T1
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T1-PNOMIS-Restores|NOMIS|NOMIS||T1
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T1-PrisonNOMIS|NOMIS|NOMIS||T1
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T1-PRISONNOMIS-asr|NOMIS|NOMIS||T1
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T2-OASys|OASys|OASys||T2
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T2-OASys-Backups|OASys|OASys||T2
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T2-PrisonNOMIS|NOMIS|NOMIS||T2
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T3-CSR|CSR|CSR||T3
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T3-CSR-asr|CSR|CSR||T3
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T3-OAsys-Cold-Storage|OASys|OASys||T3
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T3-PrisonNOMIS|NOMIS|NOMIS||T3
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/T3-PRISONNOMIS-asr|NOMIS|NOMIS||T3
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/TEMP-Routes|FixNGo|Transit||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/test-pttp-enduser-rg|FixNGo|Transit||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/VS-dso-hmpps-devops-Group|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/dso-certs|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/dashboards|FixNGo|Management||devtest
/subscriptions/b1f3cebb-4988-4ff9-9259-f02ad7744fcb/resourceGroups/CloudShell|FixNGo|Management||devtest
